483.9028332,1015.390005
427.3780461,1074.285042
322.3827504,1037.292818
413.7460275,989.5213208
480.5704781,1213.476358
423.1757346,899.9490519
349.9959435,927.6739305
518.6759491,1163.875264
411.509147,990.3666751
296.2614469,771.3949175
406.3299564,976.0000092
491.7697379,1112.839592
475.9842426,1169.033143
405.8421833,1017.309082
390.5262998,895.9307802
475.6948518,1098.243003
364.0229091,925.698644
376.6351604,993.9482545
421.3975018,977.5672026
287.7972413,782.3582444
494.1388065,1251.040727
291.9503056,807.4956429
297.6677621,884.6878612
399.858486,898.7375138
387.666105,910.5216294
375.0231488,840.1491085
283.4948853,656.6308858
472.1593829,1120.553368
418.5535814,999.7882927
456.6426968,1092.657815
474.5601557,1119.937316
394.2653738,966.7107656
327.1078624,944.1671488
273.2086791,869.1984502
444.7737565,906.1098516
327.3947614,907.4795098
442.7949705,1150.760319
488.5807324,1165.898353
272.3338383,807.5514463
297.2631967,871.6990915
448.364578,1094.341358
377.9364657,931.9609416
330.6948121,839.4583212
328.6987324,847.2529929
252.7848795,654.5663319
521.6547906,1175.181871
268.0863622,717.7868295
389.6130268,904.205982
502.6347969,1151.009476
270.7478885,780.9858905
287.8188061,830.5114842
287.2997157,718.6116409
445.8925263,1152.889676
499.1105507,1216.058305
264.3943599,920.2386899
280.093332,913.083611
260.1489046,842.0464511
456.4986826,1057.374173
272.7413527,957.8163723
384.4304197,1122.61903
423.3133097,1065.876462
438.291843,1040.030391
283.9955472,737.7144045
508.4277498,1244.637624
299.964057,729.3528616
374.7527616,914.9229254
311.7943805,710.6063137
289.0449422,855.6961276
369.672585,969.4787758
490.6570582,1177.379076
317.3406276,809.862905
367.7564311,976.3014626
443.9912837,1153.053206
368.2540695,931.9122414
373.2214942,1016.615706
346.8461389,1067.474712
258.0248383,723.9346362
323.9718664,932.2740574
431.2261924,1058.294697
510.0890204,1253.604913
261.0137239,749.2143431
320.0756678,915.1930816
495.1119159,1102.667847
311.7454542,814.9889054
280.3255232,905.739285
277.877935,681.1728243
506.7646374,1111.205737
395.6421121,1177.063929
288.2193369,719.9851419
388.8798945,740.8793196
354.4895459,949.5691338
353.8735468,736.7660357
459.4719296,1098.542946
256.7821367,515.9943445
373.6684255,935.8799098
370.0254487,913.4841878
268.11089,832.7699679
502.7278589,1292.872258
483.1399472,1254.225196
397.0163038,861.6257482
345.305275,959.2098409
442.5318891,1113.835408
377.5029541,928.6885915
348.5858629,788.9503573
258.7700563,883.4622334
508.985896,1257.098308
448.922436,1094.678015
417.0566171,965.6540401
428.0272475,1154.491057
412.5214726,957.8480761
489.0427461,1142.034215
408.8890719,1104.041171
496.3085192,1248.374776
503.0880005,1078.243595
400.2884667,1082.920504
353.2875885,832.1353983
313.1728738,851.3109814
491.8084866,1223.511581
414.8225467,772.5188805
325.806109,820.9875069
328.6580459,840.1030178
511.1717085,1172.650497
481.3639376,1158.460712
414.0999878,1116.156142
417.7949069,1177.568248
276.6254346,835.1066489
458.9096885,1123.435739
388.6136002,904.2362506
480.5328859,1212.117171
465.8938229,1033.80509
306.8256851,898.5575994
317.2559159,958.7321844
309.6888321,675.5381258
272.6966706,707.8798579
479.4383715,1290.606155
385.9550804,915.8483941
329.7009994,885.0643614
510.0737903,1159.322278
318.738606,852.4957273
291.3248357,868.4230015
267.2396513,743.1815607
513.3926987,1128.146627
508.1501026,1080.518278
343.7574974,933.6878153
522.8124539,1153.612802
393.1742617,1000.540463
406.1745309,998.3355079
348.5128296,810.3268267
355.5892145,874.0366054
519.0316566,1075.964184
400.2554641,1039.61289
305.8142182,738.0841638
305.4795133,795.4036697
433.0478048,886.7486854
352.6371549,941.9096117
275.6020494,786.1028347
302.0200175,861.8958249
447.1896074,1053.752559
395.6469812,1005.352702
333.0135045,935.539744
263.9278059,760.0578531
408.0615377,892.5875915
514.768912,1161.500889
300.2674376,781.3986789
272.4847175,737.73105
467.6366883,1111.946679
388.2610315,1041.406041
441.8858675,1069.347103
368.8354218,860.2529427
266.2487214,763.1473875
492.7797486,1129.104029
301.7341321,864.8190952
391.1868978,996.9453583
368.1713565,1113.703949
491.1723385,1122.260525
274.0893309,773.6540788
259.6146454,727.3145594
399.765039,980.1934096
334.4302564,879.7121826
461.3431361,1179.47731
352.8569313,958.2502343
498.7755446,1037.851109
260.9308589,726.7586052
273.3668422,627.81616
258.4878979,760.0911634
345.0598855,869.3664936
468.5985102,1311.152564
361.9103804,897.0306451
424.5673171,967.9436792
363.2959727,954.741155
376.1694903,982.0533767
505.9282476,1127.871635
355.1969002,899.5237746
456.0958928,1300.23537
513.3617513,1280.667664
438.9230989,1062.220136
326.1528508,691.2632745
485.3923288,1202.05256
372.5455112,910.0063143
492.6618926,1191.294259
